a_au,e,i_deg,node_deg,peri_deg,mean_anomaly_deg
2.8472,0.0714,11.652,17.24,90.68,3.04
2.8476,0.0915,12.461,353.91,268.99,42.60
2.8477,0.0851,14.117,323.36,294.61,247.02
2.8478,0.1509,11.559,224.35,25.75,318.65
2.8478,0.1504,3.280,296.66,183.89,41.76
2.8478,0.2430,7.612,275.52,287.04,213.83
2.8481,0.1447,10.306,19.57,190.03,355.63
2.8482,0.0623,3.504,26.56,248.02,117.51
2.8485,0.1114,9.080,273.49,321.42,266.23
2.8488,0.2298,12.760,299.24,330.52,238.55
2.8495,0.0479,11.211,346.26,244.31,86.41
2.8499,0.0558,3.872,65.14,201.37,42.95
2.8501,0.1829,6.577,210.75,224.51,63.58
2.8501,0.0609,2.115,242.43,165.04,143.41
2.8502,0.0110,3.735,136.65,181.03,49.40
2.8503,0.2129,5.171,210.59,153.39,86.73
2.8503,0.1096,12.052,305.90,189.39,300.80
2.8504,0.0606,8.877,156.54,296.02,51.61
2.8506,0.0870,13.872,49.90,136.21,109.19
2.8507,0.0408,20.377,165.88,179.37,7.92
2.8507,0.1580,3.718,196.97,145.11,22.62
2.8507,0.0441,16.253,117.82,128.41,288.60
2.8511,0.0495,3.704,201.55,214.87,285.31
2.8512,0.0958,8.527,64.76,255.45,133.66
2.8515,0.0599,6.744,192.49,269.55,331.29
2.8515,0.0407,6.387,18.20,136.95,220.61
2.8516,0.2312,7.391,136.97,224.33,53.88
2.8518,0.0767,7.513,104.10,209.58,7.56
2.8521,0.0744,7.472,125.63,77.97,161.94
2.8524,0.1026,18.481,212.42,104.46,192.41
2.8524,0.1819,20.064,262.63,283.65,158.14
2.8526,0.1377,6.362,111.52,109.30,346.42
2.8526,0.1124,16.715,204.29,82.33,257.45
2.8528,0.0694,2.608,241.68,330.66,144.17
2.8533,0.0893,19.752,10.31,324.09,193.32
2.8535,0.0333,24.286,94.54,68.66,298.68
2.8536,0.2390,11.505,223.26,342.79,261.76
2.8538,0.2170,16.118,291.39,213.03,3.20
2.8539,0.0568,7.830,287.46,110.92,260.02
2.8539,0.2034,16.347,311.29,62.56,83.98
2.8540,0.1000,13.071,349.77,148.40,160.48
2.8541,0.1150,5.148,256.66,77.83,291.72
2.8548,0.2023,17.800,61.34,257.34,232.09
2.8550,0.3269,7.388,246.49,319.82,141.00
2.8551,0.0707,4.318,76.17,222.76,181.13
2.8552,0.0681,18.765,251.63,74.76,19.53
2.8553,0.0749,13.374,331.66,38.75,219.82
2.8554,0.0117,12.104,163.10,289.47,220.58
2.8556,0.1065,9.952,8.64,183.61,77.20
2.8556,0.1628,3.952,185.95,165.25,326.86
2.8557,0.1530,4.897,10.22,245.53,67.65
2.8560,0.0853,6.390,143.76,356.85,320.02
2.8560,0.0264,8.068,348.39,50.28,151.34
2.8561,0.1510,21.803,288.70,170.57,298.70
2.8561,0.0654,15.747,316.17,61.53,258.97
2.8561,0.0711,19.953,235.19,354.14,341.28
2.8562,0.1078,7.910,178.18,234.74,291.82
2.8563,0.0203,4.908,326.61,173.03,190.10
2.8568,0.2357,8.967,203.29,262.94,258.73
2.8572,0.1781,8.292,178.60,231.22,2.62
2.8574,0.1214,18.369,198.78,74.08,117.68
2.8576,0.3175,6.181,209.73,90.87,167.36
2.8578,0.0082,13.596,317.46,287.60,309.84
2.8578,0.1194,7.595,46.83,89.10,281.35
2.8579,0.1423,17.239,115.94,13.62,87.33
2.8579,0.2508,17.055,141.58,201.13,19.56
2.8579,0.0778,11.057,301.00,162.06,342.08
2.8581,0.0674,13.085,98.56,80.95,201.64
2.8583,0.1052,21.080,89.66,59.30,81.57
2.8585,0.0414,5.695,77.91,90.66,126.82
2.8586,0.0726,2.781,30.70,326.88,153.35
2.8596,0.1801,10.682,77.71,339.63,3.77
2.8597,0.2771,7.476,206.36,256.19,288.27
2.8600,0.2126,10.413,249.62,341.61,125.73
2.8600,0.0632,13.412,54.05,95.88,298.77
2.8602,0.1626,17.969,109.81,87.34,14.85
2.8602,0.0617,0.310,111.81,174.80,188.58
2.8602,0.2231,3.352,113.49,229.54,198.56
2.8603,0.2644,19.281,239.45,81.52,86.76
2.8603,0.0616,10.196,12.58,340.46,94.43
2.8607,0.0833,10.005,251.78,100.82,93.53
2.8608,0.2621,8.522,339.00,175.39,302.47
2.8609,0.0634,6.133,42.27,174.19,241.00
2.8611,0.0396,9.390,252.85,22.39,209.95
2.8611,0.0717,7.515,70.37,2.88,30.76
2.8611,0.0977,6.463,111.77,205.48,345.03
2.8614,0.0979,5.039,50.31,286.01,273.97
2.8615,0.0777,7.677,294.13,29.98,307.43
2.8622,0.0335,3.237,91.49,105.88,219.03
2.8624,0.1215,5.522,332.09,130.36,225.83
2.8625,0.1858,5.774,272.99,39.96,37.24
2.8628,0.1289,11.046,82.53,154.22,27.29
2.8633,0.1609,8.398,269.19,337.28,168.99
2.8633,0.1463,24.211,309.79,288.65,169.88
2.8634,0.1919,4.779,107.51,165.68,244.88
2.8634,0.0966,5.658,55.49,99.56,288.52
2.8636,0.1131,11.719,220.40,69.37,265.14
2.8637,0.1369,13.204,138.21,331.78,33.83
2.8637,0.1433,3.315,267.53,87.77,1.04
2.8639,0.0547,10.225,111.90,299.97,108.30
2.8641,0.2096,6.711,66.57,7.84,141.08
2.8641,0.1917,8.538,251.71,40.82,278.44
2.8642,0.0655,2.906,113.02,260.15,98.75
2.8644,0.0965,13.437,24.17,97.04,343.01
2.8646,0.0971,8.997,38.36,207.79,7.79
2.8647,0.2413,4.974,35.82,198.74,76.48
2.8648,0.0770,23.851,215.76,359.81,347.73
2.8652,0.1415,10.982,208.16,295.30,6.41
2.8655,0.1544,4.915,29.71,238.90,255.60
2.8656,0.0466,6.491,82.27,228.38,302.46
2.8656,0.0264,17.539,128.42,274.57,113.43
2.8657,0.0352,3.702,171.04,9.56,108.52
2.8659,0.0342,4.495,54.35,141.71,354.57
2.8660,0.1782,4.874,194.25,254.53,5.42
2.8663,0.0975,7.211,134.38,333.12,203.61
2.8666,0.2900,32.799,26.44,139.79,55.73
2.8666,0.1749,11.826,207.19,169.19,325.23
2.8666,0.1198,7.273,67.40,188.61,7.18
2.8667,0.0597,4.681,83.13,2.72,288.43
2.8667,0.1368,24.469,159.98,153.35,196.06
2.8670,0.0191,9.953,163.05,6.12,191.73
2.8670,0.0544,4.173,182.25,96.76,138.77
2.8672,0.0995,9.577,69.61,145.98,310.91
2.8672,0.1975,15.131,146.74,176.67,331.16
2.8673,0.1752,12.333,73.28,298.58,5.47
2.8675,0.0286,11.325,333.84,215.54,268.93
2.8678,0.0240,9.334,134.91,260.86,9.09
2.8678,0.0442,10.405,1.83,71.80,19.95
2.8685,0.0670,5.450,199.53,253.10,252.97
2.8686,0.2439,4.794,212.19,73.96,158.68
2.8690,0.1488,3.098,85.18,335.29,329.21
2.8691,0.2157,4.774,149.38,346.10,25.65
2.8691,0.0344,15.641,34.50,89.29,191.36
2.8691,0.1234,15.360,203.69,98.13,11.79
2.8691,0.1389,6.356,337.31,326.56,227.68
2.8691,0.1795,3.321,178.29,3.71,143.36
2.8694,0.0123,19.608,208.32,171.12,118.18
2.8695,0.2368,6.244,261.36,314.61,225.25
2.8697,0.1534,10.290,310.16,172.11,286.11
2.8697,0.1397,13.102,217.43,83.11,103.85
2.8699,0.2190,12.023,302.64,351.96,251.92
2.8701,0.1180,19.021,195.50,187.77,120.26
2.8702,0.1461,13.610,176.11,168.13,280.19
2.8705,0.1297,4.846,323.90,28.19,201.80
2.8705,0.1764,10.385,259.04,146.41,90.72
2.8706,0.1702,8.442,15.88,116.54,91.41
2.8711,0.1294,4.974,307.97,347.87,152.03
2.8712,0.0893,5.500,58.45,234.48,31.77
2.8715,0.2086,5.642,113.87,1.99,275.57
2.8717,0.0670,6.808,74.44,188.91,288.42
2.8721,0.0893,6.723,51.93,346.25,301.16
2.8725,0.1245,5.541,286.80,11.25,262.83
2.8727,0.0892,7.378,17.70,14.84,306.44
2.8729,0.1784,17.883,160.87,190.99,173.96
2.8736,0.0709,17.263,252.71,23.45,274.19
2.8738,0.0286,16.280,189.98,275.99,198.30
2.8740,0.1324,18.109,220.12,17.03,317.06
2.8744,0.0213,17.335,169.97,191.05,336.51
2.8747,0.1020,10.049,220.86,120.94,24.35
2.8747,0.0072,9.909,293.61,226.47,248.57
2.8747,0.1151,17.317,69.92,130.79,135.67
2.8748,0.0015,13.748,13.14,349.11,127.62
2.8748,0.1261,13.890,77.40,181.19,280.27
2.8748,0.1597,7.335,144.50,249.63,351.91
2.8749,0.1869,11.120,190.58,41.70,161.19
2.8750,0.0804,19.121,254.97,174.41,242.14
2.8758,0.1184,3.615,74.08,317.03,293.20
2.8759,0.2329,9.169,99.34,248.64,115.11
2.8759,0.1408,10.515,308.65,210.45,2.42
2.8760,0.0689,10.676,65.94,286.75,98.62
2.8760,0.0997,8.743,52.41,325.53,98.12
2.8761,0.0804,11.863,8.41,268.56,72.48
2.8762,0.1955,14.739,273.86,185.56,206.90
2.8763,0.0329,14.902,88.45,96.72,302.53
2.8765,0.1657,7.771,140.90,226.22,89.70
2.8765,0.2590,10.633,57.67,334.57,196.82
2.8768,0.1571,8.262,354.78,289.52,69.58
2.8768,0.1172,8.673,287.63,146.79,278.11
2.8771,0.1180,12.294,151.73,209.54,298.77
2.8771,0.1192,28.111,258.43,172.92,41.47
2.8775,0.0744,19.696,66.83,104.39,70.57
2.8778,0.2660,13.697,315.18,269.16,97.93
2.8780,0.0847,18.715,305.28,48.22,297.30
2.8780,0.1475,5.042,81.85,203.30,91.06
2.8781,0.1119,17.166,234.95,268.90,240.94
2.8782,0.1580,3.868,150.07,212.11,125.16
2.8785,0.0740,14.207,333.26,88.48,160.09
2.8786,0.1963,11.307,177.06,242.76,259.15
2.8786,0.0087,15.360,239.12,79.98,46.26
2.8788,0.1078,3.443,132.27,113.07,355.88
2.8790,0.2509,7.168,69.23,80.57,13.50
2.8794,0.1030,11.887,25.03,236.80,258.97
2.8794,0.2123,12.944,229.95,63.14,272.05
2.8795,0.3016,14.144,36.78,210.66,312.56
2.8798,0.1671,10.638,306.81,174.67,251.47
2.8799,0.0393,13.392,47.16,241.50,206.53
2.8800,0.2287,1.762,270.97,97.98,143.50
2.8801,0.0404,14.924,240.80,280.73,336.57
2.8802,0.0387,8.074,202.53,140.39,325.14
2.8803,0.0609,23.032,129.52,171.88,233.31
2.8803,0.2512,15.271,83.25,301.39,120.19
2.8803,0.1587,7.661,228.51,248.80,44.32
2.8805,0.1127,6.822,327.78,298.90,118.86
2.8806,0.0668,14.012,345.84,323.58,112.87
2.8806,0.0547,6.841,5.33,193.99,257.36
2.8807,0.0508,5.876,220.05,151.62,95.67
2.8809,0.0686,10.732,336.20,35.20,10.20
2.8810,0.2148,8.960,183.09,344.43,68.08
2.8812,0.1596,12.689,18.82,140.52,310.94
2.8812,0.2057,6.495,114.29,67.05,274.97
2.8813,0.2600,6.074,302.28,266.53,70.57
2.8813,0.1226,20.570,349.01,73.04,259.50
2.8815,0.1319,18.926,340.66,80.98,108.53
2.8816,0.0625,15.897,20.45,63.43,348.72
2.8816,0.1731,7.478,105.47,329.14,276.58
2.8816,0.0495,2.998,190.50,299.82,186.53
2.8817,0.1064,10.583,218.79,252.96,274.53
2.8817,0.0693,9.021,184.36,248.19,48.96
2.8819,0.2390,12.583,303.69,259.08,197.89
2.8820,0.0943,11.924,258.46,135.12,218.54
2.8820,0.0915,10.668,148.76,344.09,162.92
2.8822,0.1501,8.943,270.07,159.83,200.32
2.8822,0.0430,8.680,177.84,200.16,278.14
2.8824,0.0880,11.149,356.56,203.66,196.02
2.8825,0.0307,6.691,41.98,31.97,73.34
2.8826,0.1409,27.753,359.94,101.85,311.21
2.8832,0.0805,12.030,193.71,294.51,183.50
2.8833,0.0521,8.604,15.85,137.89,84.12
2.8834,0.0670,14.353,251.63,259.19,232.35
2.8836,0.1289,10.406,330.95,198.68,173.14
2.8836,0.1479,10.873,29.24,288.79,63.26
2.8836,0.0987,4.645,121.46,242.31,75.08
2.8837,0.0190,6.756,29.51,300.67,272.22
2.8838,0.1350,5.179,19.95,36.24,280.96
2.8838,0.0929,12.992,194.50,30.79,201.97
2.8840,0.1151,25.266,31.02,81.52,357.59
2.8846,0.3137,16.207,158.70,278.11,139.84
2.8847,0.0797,19.301,67.49,145.16,5.73
2.8849,0.1439,5.608,65.52,321.50,245.61
2.8849,0.1460,9.048,329.51,249.93,265.10
2.8852,0.2478,5.655,353.78,77.69,318.83
2.8854,0.0404,9.382,230.78,282.81,159.51
2.8855,0.0439,9.729,17.02,57.89,117.90
2.8855,0.0970,21.123,345.34,142.55,175.14
2.8857,0.0351,4.033,148.71,170.53,355.03
2.8857,0.1258,11.295,203.36,236.74,84.17
2.8859,0.1934,22.189,223.28,3.17,99.78
2.8859,0.1259,13.813,240.86,197.88,274.99
2.8861,0.0778,6.732,203.49,259.86,13.29
2.8862,0.0960,13.511,348.38,103.09,165.97
2.8862,0.0625,8.291,10.64,180.51,146.65
2.8863,0.1993,24.828,78.44,196.16,192.36
2.8864,0.1442,17.494,149.29,332.09,232.17
2.8864,0.0238,4.142,77.54,41.25,316.72
2.8866,0.0621,2.411,86.06,176.73,293.56
2.8866,0.0612,13.276,176.75,8.22,212.64
2.8868,0.2755,3.152,132.64,65.11,340.32
2.8869,0.2161,8.915,170.28,95.77,113.59
2.8873,0.0403,2.383,123.46,218.00,252.48
2.8874,0.1402,4.850,291.61,53.81,165.79
2.8875,0.1312,3.141,266.06,303.24,137.55
2.8877,0.1071,11.595,76.75,257.36,215.45
2.8877,0.1629,14.398,126.70,183.29,172.68
2.8878,0.2421,13.946,171.84,359.58,87.35
2.8881,0.1374,16.622,156.76,339.40,313.18
2.8886,0.0873,16.202,98.99,39.80,40.22
2.8887,0.1401,10.327,19.02,144.88,335.27
2.8887,0.1236,3.811,327.24,299.91,251.29
2.8894,0.1482,6.766,264.30,38.68,60.88
2.8901,0.1658,14.039,181.28,42.12,263.17
2.8905,0.1511,16.820,91.60,155.34,71.19
2.8911,0.1746,12.572,144.45,232.44,106.44
2.8912,0.3027,19.149,29.26,71.15,73.91
2.8913,0.1416,5.610,54.92,213.16,152.04
2.8916,0.1007,7.616,98.41,257.17,321.08
2.8916,0.0113,12.488,103.48,261.95,152.86
2.8917,0.0606,7.093,340.34,143.39,318.42
2.8917,0.1612,8.394,63.97,59.03,197.63
2.8917,0.2344,11.373,301.98,217.47,290.02
2.8919,0.0595,10.915,124.89,131.94,133.62
2.8921,0.0516,10.509,130.94,224.98,115.70
2.8922,0.1764,23.014,4.28,120.45,42.73
2.8929,0.0937,9.642,294.22,292.86,218.50
2.8929,0.1553,11.785,168.59,61.68,330.90
2.8931,0.0174,13.319,107.16,352.88,334.38
2.8935,0.1446,4.447,277.01,238.55,58.32
2.8939,0.1299,4.380,34.81,58.64,43.86
2.8939,0.0057,8.386,199.65,66.06,305.37
2.8940,0.1489,13.895,80.97,164.03,49.82
2.8940,0.0541,8.741,123.49,176.63,184.52
2.8942,0.1694,7.331,262.81,319.55,247.96
2.8944,0.1302,10.599,170.60,77.41,330.10
2.8945,0.2621,6.697,124.32,173.52,167.98
2.8946,0.0543,6.502,98.69,28.58,128.02
2.8947,0.0810,6.623,192.92,165.76,253.21
2.8947,0.1777,15.437,176.14,3.10,124.85
2.8947,0.0373,10.456,110.37,36.17,103.14
2.8949,0.1285,4.009,84.20,235.14,176.38
2.8952,0.0595,3.288,172.57,312.71,75.95
2.8953,0.1154,10.918,152.90,329.00,136.64
2.8960,0.1775,8.888,96.80,154.78,240.90
2.8960,0.1081,19.755,241.31,124.76,294.13
2.8966,0.1805,2.988,185.09,339.64,286.86
2.8966,0.1089,17.685,211.85,322.13,165.50
2.8967,0.1694,13.088,123.20,213.28,353.19
2.8967,0.1147,3.583,205.64,71.40,338.14
2.8967,0.0995,7.320,319.52,278.63,28.56
2.8970,0.1602,17.984,237.96,163.85,63.52
2.8970,0.0099,5.559,97.02,2.58,74.28
2.8971,0.1959,4.545,157.73,147.25,212.31
2.8973,0.3130,3.478,257.52,38.16,187.44
2.8975,0.0675,8.450,245.08,268.12,280.19
2.8976,0.1062,13.809,205.44,45.54,303.09
2.8980,0.0532,6.570,322.36,146.67,143.19
2.8980,0.1220,9.210,121.15,112.75,33.90
2.8984,0.1978,5.626,103.91,333.92,175.97
2.8984,0.0928,10.811,317.02,297.35,13.85
2.8985,0.1276,5.520,14.81,146.80,307.24
2.8985,0.2761,14.824,135.72,98.59,322.14
2.8985,0.2891,9.988,60.94,9.21,166.48
2.8990,0.0847,11.810,155.13,121.73,240.70
2.8991,0.1055,5.352,120.30,207.11,198.89
2.8991,0.1582,18.766,70.16,276.24,84.24
2.8992,0.1114,8.650,312.66,1.86,331.86
2.8992,0.0726,10.817,147.70,209.21,334.52
2.8994,0.1506,5.122,18.70,319.68,232.72
2.8996,0.2410,0.782,264.93,323.72,227.25
2.8997,0.0586,3.032,290.63,239.31,339.37
2.8997,0.2960,7.622,267.32,130.16,336.61
2.8997,0.1367,9.936,75.85,190.82,286.11
2.8997,0.0567,8.459,125.38,171.62,274.35
2.9002,0.1881,11.358,164.74,342.87,116.22
2.9003,0.1510,8.094,230.21,94.76,258.60
2.9008,0.0814,14.678,306.33,150.06,98.15
2.9011,0.0953,5.963,230.84,159.97,67.24
2.9012,0.1122,12.856,214.17,208.53,278.28
2.9012,0.1011,14.984,305.16,338.44,331.17
2.9013,0.1428,8.485,312.45,190.47,87.31
2.9013,0.3197,11.890,331.03,149.59,191.67
2.9015,0.0706,8.332,177.17,251.50,84.88
2.9016,0.0052,2.748,23.57,175.34,280.93
2.9016,0.1994,10.093,242.93,358.30,81.01
2.9017,0.1753,7.843,72.29,37.61,200.98
2.9018,0.0808,10.735,151.11,297.56,275.51
2.9020,0.0877,4.769,355.38,182.75,358.96
2.9024,0.0529,14.543,135.45,129.99,236.64
2.9027,0.1368,16.430,82.99,66.09,146.51
2.9027,0.1412,16.237,68.58,242.71,2.78
2.9028,0.0849,24.810,276.87,40.99,349.60
2.9030,0.1165,11.311,56.56,94.88,243.96
2.9035,0.0365,10.147,224.15,289.55,104.33
2.9037,0.1200,11.823,357.41,40.70,278.02
2.9038,0.0422,8.551,49.35,224.77,77.65
2.9040,0.3034,9.344,338.35,327.02,20.85
2.9041,0.0772,9.294,153.52,129.63,22.50
2.9042,0.1975,15.095,230.10,68.51,140.34
2.9048,0.0967,16.944,71.43,298.36,191.21
2.9049,0.1247,10.661,38.82,134.74,22.89
2.9052,0.2206,6.603,1.11,44.47,187.71
2.9054,0.2698,4.501,313.66,118.85,2.64
2.9054,0.2713,16.734,148.05,224.39,111.57
2.9055,0.2062,8.412,347.62,13.35,328.32
2.9056,0.1003,4.624,193.16,35.22,315.02
2.9059,0.0938,4.456,18.91,315.15,208.94
2.9059,0.2397,9.525,5.62,206.49,202.17
2.9064,0.1119,10.106,263.42,213.35,140.34
2.9065,0.0658,7.614,26.18,75.36,268.88
2.9067,0.2465,15.014,344.24,174.39,344.81
2.9068,0.1341,5.319,128.12,305.51,160.55
2.9068,0.2023,3.224,334.30,157.94,293.97
2.9069,0.1510,15.203,204.68,190.40,298.30
2.9069,0.1152,13.014,145.35,46.54,107.90
2.9070,0.1266,2.248,337.33,37.59,122.70
2.9072,0.0515,7.613,78.70,112.84,203.14
2.9072,0.2811,9.286,81.41,91.30,121.77
2.9077,0.1095,8.416,159.39,18.16,30.52
2.9077,0.2116,9.665,204.53,316.24,259.14
2.9078,0.1768,7.436,123.00,30.31,243.77
2.9079,0.0552,8.982,320.26,343.29,88.48
2.9080,0.2491,20.341,27.62,207.91,200.21
2.9081,0.0730,14.406,160.40,289.71,113.52
2.9085,0.0820,13.249,58.53,106.28,277.59
2.9085,0.1515,10.784,143.48,34.58,324.38
2.9088,0.0520,15.058,264.83,294.74,278.08
2.9089,0.1119,12.065,203.66,225.94,187.46
2.9093,0.0487,11.183,20.28,140.71,213.53
2.9094,0.1471,20.361,224.78,180.29,352.51
2.9096,0.2940,30.986,350.96,109.71,343.16
2.9100,0.2083,12.348,274.05,287.24,167.86
2.9101,0.1899,4.732,251.31,194.28,193.10
2.9103,0.2404,12.155,202.75,215.09,283.72
2.9104,0.0281,15.281,99.89,320.94,4.88
2.9108,0.1204,5.954,94.38,64.53,287.51
2.9109,0.1841,15.970,139.42,302.02,221.03
2.9109,0.0158,5.206,9.27,229.96,5.64
2.9110,0.0948,10.622,157.30,338.70,100.79
2.9110,0.0957,9.147,281.15,342.28,70.92
2.9110,0.2637,3.916,130.64,161.59,82.01
2.9116,0.1703,11.076,175.09,153.13,60.36
2.9117,0.0670,3.124,290.89,321.69,312.91
2.9119,0.2544,0.335,317.44,128.11,107.21
2.9120,0.0433,5.089,45.86,258.88,21.93
2.9121,0.0899,16.157,32.55,210.72,331.95
2.9122,0.1207,2.123,269.59,103.28,280.07
2.9123,0.1067,8.903,118.40,301.15,344.58
2.9123,0.1126,11.826,288.32,39.36,27.33
2.9128,0.0588,8.467,228.81,324.80,151.59
2.9128,0.0903,15.817,275.78,339.17,326.06
2.9129,0.0891,10.414,175.54,359.75,170.86
2.9130,0.1178,4.926,302.42,291.15,248.70
2.9131,0.0578,3.400,96.11,101.48,56.30
2.9133,0.1405,1.687,77.04,321.99,346.27
2.9134,0.0256,16.570,107.65,346.77,278.99
2.9135,0.1537,10.387,181.45,323.01,215.64
2.9136,0.0421,6.392,68.37,101.40,307.25
2.9137,0.2354,8.932,83.73,38.70,71.44
2.9138,0.1280,12.230,179.85,75.21,344.75
2.9141,0.0591,12.780,260.43,162.98,342.13
2.9142,0.1558,14.915,133.95,321.80,234.69
2.9143,0.2651,8.666,255.90,169.76,249.46
2.9144,0.1016,11.519,279.50,321.21,310.74
2.9145,0.2091,12.910,145.21,238.54,220.24
2.9146,0.1372,13.034,51.84,265.28,251.47
2.9149,0.0714,15.762,230.96,4.43,217.98
2.9150,0.0967,4.990,209.81,327.40,120.80
2.9152,0.0642,18.010,126.45,83.17,180.00
2.9152,0.0469,17.246,44.82,345.24,353.08
2.9154,0.0172,12.609,243.16,20.49,198.90
2.9159,0.1243,15.180,209.92,24.54,329.99
2.9160,0.0110,4.967,66.90,178.44,76.33
2.9160,0.1509,23.620,72.01,240.40,85.01
2.9161,0.2634,11.913,1.91,91.70,277.87
2.9164,0.0308,7.667,253.36,85.46,350.90
2.9164,0.0852,16.609,266.62,128.78,230.57
2.9166,0.1613,15.818,136.75,196.92,137.12
2.9167,0.2403,11.494,63.77,180.47,65.46
2.9169,0.3232,8.415,290.84,253.14,196.51
2.9170,0.1889,8.675,348.92,89.36,6.96
2.9170,0.1341,14.894,286.36,236.62,76.01
2.9171,0.1354,24.026,125.24,307.84,11.61
2.9173,0.0763,15.724,262.65,332.75,141.97
2.9174,0.0347,3.399,348.91,138.36,160.90
2.9177,0.1507,12.261,126.58,344.76,24.60
2.9179,0.0928,16.933,38.11,294.23,125.92
2.9180,0.2820,4.835,358.06,311.23,177.06
2.9180,0.1677,13.000,160.16,161.47,57.20
2.9181,0.0881,11.750,337.11,14.43,223.70
2.9183,0.1263,9.963,36.62,235.51,130.74
2.9184,0.2033,3.214,115.38,310.67,206.19
2.9184,0.2551,17.996,81.65,10.58,183.29
2.9185,0.0787,24.099,102.55,2.91,65.46
2.9186,0.1518,8.565,197.93,223.26,59.51
2.9187,0.0629,3.519,233.38,184.15,354.40
2.9188,0.0553,14.587,265.77,61.33,189.12
2.9189,0.1204,26.794,220.68,311.90,242.02
2.9191,0.1701,13.276,17.89,117.60,231.12
2.9191,0.0658,20.751,257.16,214.41,118.47
2.9192,0.2512,9.906,28.49,224.86,248.27
2.9196,0.0767,14.715,32.55,318.59,20.00
2.9196,0.1962,7.712,81.58,306.69,87.51
2.9198,0.0208,7.411,323.68,40.69,265.65
2.9198,0.2121,24.425,188.79,84.50,195.02
2.9200,0.0622,7.434,310.87,215.11,166.51
2.9201,0.1998,7.762,193.64,79.50,99.85
2.9202,0.0375,5.807,311.75,331.08,176.99
2.9203,0.1185,9.280,49.44,122.50,286.60
2.9204,0.1901,11.285,58.70,101.15,112.97
2.9206,0.1241,2.999,129.15,185.70,278.31
2.9207,0.1125,12.640,208.33,191.67,165.69
2.9209,0.1368,21.548,298.45,264.49,81.85
2.9211,0.0806,15.674,38.98,115.54,46.78
2.9211,0.0324,17.112,12.54,173.47,110.15
2.9213,0.1458,8.798,302.91,94.72,63.50
2.9218,0.0374,18.198,147.17,229.72,0.00
2.9220,0.2270,14.276,263.14,191.10,233.51
2.9221,0.0641,5.118,25.54,128.67,185.92
2.9221,0.0456,11.761,324.45,27.02,263.26
2.9223,0.0891,16.766,305.43,57.16,51.43
2.9225,0.0829,7.162,254.76,16.14,113.38
2.9225,0.2567,7.805,231.81,224.44,52.29
2.9228,0.1356,3.797,259.15,134.36,16.38
2.9232,0.2327,9.660,149.09,143.43,257.84
2.9233,0.1689,22.822,47.43,135.39,44.73
2.9236,0.0656,10.650,65.75,326.16,123.52
2.9241,0.0527,11.747,11.19,0.52,18.22
2.9242,0.0637,2.213,161.38,104.12,133.27
2.9243,0.0996,4.519,27.57,155.06,167.35
2.9243,0.2340,11.238,244.39,304.84,286.72
2.9245,0.0657,5.319,275.82,41.15,91.61
2.9246,0.1210,9.055,39.65,165.07,49.56
2.9250,0.0665,4.490,219.84,330.20,333.87
2.9250,0.0809,1.972,6.50,98.49,231.66
2.9254,0.0633,7.676,338.00,13.29,172.32
2.9255,0.1230,5.243,320.74,54.39,181.94
2.9258,0.2090,11.979,11.95,253.70,251.32
2.9259,0.2459,11.003,229.49,253.04,214.57
2.9260,0.1282,5.123,184.85,63.06,203.67
2.9261,0.1228,13.294,139.69,250.67,288.00
2.9261,0.1055,8.897,299.55,266.22,319.65
2.9265,0.1080,9.512,124.58,296.10,194.52
2.9266,0.0897,12.456,68.40,46.65,346.46
2.9267,0.1337,5.990,258.75,235.40,300.11
2.9269,0.2734,18.007,258.51,344.49,257.84
2.9269,0.0733,20.847,71.37,280.81,73.63
2.9271,0.0191,21.032,207.21,38.05,195.91
2.9272,0.0916,10.209,223.13,314.66,149.18
2.9272,0.1308,25.703,238.37,30.97,322.98
2.9272,0.1983,8.010,296.19,92.89,255.91
2.9276,0.1421,10.207,101.42,33.38,311.21
2.9277,0.0326,4.670,353.53,32.82,193.14
2.9278,0.0430,5.723,167.69,97.74,46.44
2.9279,0.2923,14.025,125.52,276.78,5.70
2.9280,0.2085,13.814,303.53,47.58,86.56
2.9280,0.0893,8.180,184.57,352.93,215.40
2.9283,0.1068,10.643,325.86,166.13,114.33
2.9284,0.1465,5.824,90.77,168.32,318.41
2.9290,0.0766,8.936,127.72,91.49,203.39
2.9294,0.1295,9.540,287.40,4.98,332.91
2.9294,0.1419,14.673,323.84,283.86,199.80
2.9299,0.0901,5.721,356.33,31.98,162.64
2.9299,0.0901,7.387,129.32,153.32,352.73
2.9300,0.0241,2.207,37.79,356.73,33.04
2.9300,0.0826,8.157,243.19,43.91,257.13
2.9304,0.0846,1.555,311.70,206.95,257.97
2.9305,0.0617,7.400,359.34,251.13,170.73
2.9306,0.0392,10.111,342.75,161.23,33.79
2.9308,0.0609,17.736,31.47,278.86,244.72
2.9308,0.2814,7.279,67.77,26.24,165.48
2.9309,0.2223,13.648,278.71,83.59,309.43
2.9312,0.0621,7.889,286.48,218.38,211.42
2.9312,0.0944,11.418,164.09,186.37,59.03
2.9314,0.2138,1.601,50.74,99.95,86.43
2.9318,0.1837,12.930,63.25,130.32,146.69
2.9318,0.1109,10.571,3.74,140.73,133.37
2.9319,0.0599,6.494,358.34,37.60,296.69
2.9320,0.1446,10.787,85.53,220.02,85.18
2.9321,0.0695,32.233,224.13,350.74,79.25
